;Filters;Baseline value;Predicted ROC-AUC;Ratio [%]
665;"LipinskiFilter;ZINCBasicFilter";78.4605;-4.5566;94.1924
425;"BeyondRo5Filter;ValenceDiscoveryFilter";78.4605;-4.702;94.0071
664;"LipinskiFilter;ValenceDiscoveryFilter";78.4605;-4.7848;93.9016
777;"RuleOfVeberFilter;ZINCBasicFilter";78.4605;-4.796;93.8874
479;"BrenkFilter;ZINCBasicFilter";78.4605;-4.8497;93.819
635;"LINTFilter;NIBRFilter";78.4605;-4.9459;93.6964
478;"BrenkFilter;ValenceDiscoveryFilter";78.4605;-5.0823;93.5225
629;"InpharmaticaFilter;ValenceDiscoveryFilter";78.4605;-5.1181;93.4768
782;"RuleOfXuFilter;ValenceDiscoveryFilter";78.4605;-5.306;93.2373
765;"RuleOfFourFilter;RuleOfVeberFilter";78.4605;-5.3821;93.1404
632;"LINTFilter;LipinskiFilter";78.4605;-5.4917;93.0007
772;"RuleOfVeberFilter;RuleOfXuFilter";78.4605;-5.5744;92.8952
639;"LINTFilter;PfizerFilter";78.4605;-5.5879;92.8781
643;"LINTFilter;RuleOfXuFilter";78.4605;-5.702;92.7327
783;"RuleOfXuFilter;ZINCBasicFilter";78.4605;-5.9972;92.3564
417;"BeyondRo5Filter;PfizerFilter";78.4605;-6.0353;92.3079
710;"NIBRFilter;ZINCBasicFilter";78.4605;-6.1292;92.1882
754;"PfizerFilter;ZINCBasicFilter";78.4605;-6.3395;91.9202
701;"NIBRFilter;PfizerFilter";78.4605;-6.6258;91.5552
748;"PfizerFilter;RuleOfVeberFilter";78.4605;-6.7913;91.3443
689;"MolecularWeightFilter;RuleOfFourFilter";78.4605;-8.3013;89.4198
738;"PAINSFilter;RuleOfFourFilter";78.4605;-8.355;89.3514
446;"BMSFilter;RuleOfFourFilter";78.4605;-8.4019;89.2915
647;"LINTFilter;ValenceDiscoveryFilter";78.4605;-8.4377;89.2459
766;"RuleOfFourFilter;RuleOfXuFilter";78.4605;-8.6815;88.9351
703;"NIBRFilter;RuleOfFourFilter";78.4605;-8.7285;88.8753
716;"NIHFilter;RuleOfFourFilter";78.4605;-8.7822;88.8068
419;"BeyondRo5Filter;RuleOfFourFilter";78.4605;-8.9746;88.5617
471;"BrenkFilter;REOSFilter";78.4605;-9.3996;88.02
641;"LINTFilter;RuleOfFourFilter";78.4605;-9.6591;87.6892
608;"HaoFilter;TiceHerbicidesFilter";78.4605;-9.9477;87.3215
472;"BrenkFilter;RuleOfFourFilter";78.4605;-10.1333;87.0848
627;"InpharmaticaFilter;TiceHerbicidesFilter";78.4605;-10.1512;87.062
773;"RuleOfVeberFilter;SureChEMBLFilter";78.4605;-10.2228;86.9708
762;"REOSFilter;ValenceDiscoveryFilter";78.4605;-10.2877;86.8881
791;"TiceHerbicidesFilter;ValenceDiscoveryFilter";78.4605;-10.6322;86.449
622;"InpharmaticaFilter;REOSFilter";78.4605;-10.8782;86.1354
450;"BMSFilter;TiceHerbicidesFilter";78.4605;-11.2249;85.6935
774;"RuleOfVeberFilter;TiceHerbicidesFilter";78.4605;-11.3368;85.551
