;Dataset;Model;Filters;Baseline RMSE;Predicted RMSE;Ratio [%]
554;esol;MLP;FAF4DruglikeFilter, TiceInsecticidesFilter;1.0741;1.9057;177.41432441984006
1366;esol;Gradient Boosting Regressor;BeyondRo5Filter, ZINCBasicFilter;1.0767;1.9122;177.60246629653508
1449;esol;Gradient Boosting Regressor;FAF4DruglikeFilter, ZINCDruglikeFilter;1.1178;1.9857;177.63898435092207
1707;esol;Gradient Boosting Regressor;PAINSFilter, RuleOfVeberFilter;1.0674;1.8968;177.70897477585157
92;esol;SVM;FAF4DruglikeFilter, LINTFilter;0.9766;1.7372;177.88580689270444
1450;esol;Gradient Boosting Regressor;FAF4LeadlikeFilter, GhoseFilter;1.1147;1.9837;177.95817395913915
253;esol;SVM;LINTFilter, OpreaFilter;1.0303;1.8355;178.15195238750425
1340;esol;Gradient Boosting Regressor;BeyondRo5Filter, FAF4DruglikeFilter;1.0859;1.9362;178.30835134338088
632;esol;MLP;GSKFilter, InpharmaticaFilter;0.9945;1.7736;178.34767798331546
1553;esol;Gradient Boosting Regressor;HaoFilter, PAINSFilter;1.0291;1.8362;178.42057121029393
793;esol;MLP;NIHFilter, TiceInsecticidesFilter;1.0467;1.8682;178.48848262915732
501;esol;MLP;BMSFilter, TiceInsecticidesFilter;1.0467;1.8682;178.48848262915732
1498;esol;Gradient Boosting Regressor;GhoseFilter, ZINCDruglikeFilter;1.1424;2.0396;178.5312540623352
56;esol;SVM;BMSFilter, ValenceDiscoveryFilter;1.0265;1.8359;178.84590453977722
348;esol;SVM;NIHFilter, ValenceDiscoveryFilter;1.0265;1.8359;178.84590453977722
1429;esol;Gradient Boosting Regressor;FAF4DruglikeFilter, InpharmaticaFilter;1.0447;1.8704;179.03903763504906
651;esol;MLP;GSKFilter, ZINCBasicFilter;0.9401;1.6832;179.04693673797186
63;esol;SVM;BrenkFilter, GSKFilter;1.0318;1.8493;179.22097329068524
507;esol;MLP;BrenkFilter, GhoseFilter;0.9806;1.7582;179.29355689277284
395;esol;SVM;REOSFilter, ZINCBasicFilter;1.1832;2.1215;179.30919506339572
1469;esol;Gradient Boosting Regressor;FAF4LeadlikeFilter, SureChEMBLFilter;1.021;1.8324;179.4691505632902
1703;esol;Gradient Boosting Regressor;PAINSFilter, REOSFilter;1.1894;2.1346;179.47357266204926
158;esol;SVM;GhoseFilter, ValenceDiscoveryFilter;1.0118;1.8178;179.65520576076295
1759;esol;Gradient Boosting Regressor;RuleOfVeberFilter, TiceInsecticidesFilter;1.04;1.8721;180.00369554338334
1360;esol;Gradient Boosting Regressor;BeyondRo5Filter, RuleOfVeberFilter;1.1297;2.0342;180.06781723989263
217;esol;SVM;HaoFilter, REOSFilter;1.1163;2.0117;180.2123199604796
561;esol;MLP;FAF4LeadlikeFilter, HaoFilter;0.969;1.7506;180.665679179792
1258;esol;SGD;PAINSFilter, RuleOfFourFilter;7645059794.8176;13816355343.882;180.72265900716508
911;esol;SGD;BeyondRo5Filter, RuleOfFourFilter;7645059794.8176;13816355343.882;180.72265900716508
433;esol;SVM;SureChEMBLFilter, ValenceDiscoveryFilter;1.0474;1.8934;180.77342807703826
94;esol;SVM;FAF4DruglikeFilter, MLSMRFilter;0.9433;1.7063;180.890456229579
421;esol;SVM;RuleOfVeberFilter, TiceInsecticidesFilter;0.9751;1.7642;180.9280116446994
26;esol;SVM;BeyondRo5Filter, TiceInsecticidesFilter;0.9803;1.774;180.96262468049892
316;esol;SVM;MolecularWeightFilter, TiceInsecticidesFilter;0.9803;1.774;180.96262468049892
282;esol;SVM;LipinskiFilter, TiceInsecticidesFilter;0.9803;1.774;180.96262468049892
108;esol;SVM;FAF4DruglikeFilter, TiceInsecticidesFilter;1.0007;1.8124;181.11878806634562
521;esol;MLP;BrenkFilter, REOSFilter;1.1521;2.0887;181.29871185457205
490;esol;MLP;BMSFilter, OpreaFilter;1.1754;2.131;181.30507076007336
782;esol;MLP;NIHFilter, OpreaFilter;1.1754;2.131;181.30507076007336
1761;esol;Gradient Boosting Regressor;RuleOfVeberFilter, ZINCBasicFilter;1.0688;1.9389;181.4107958157309
1090;esol;SGD;GSKFilter, RuleOfTwoFilter;3700165127909.3394;6716349501159.084;181.51485863426706
373;esol;SVM;PAINSFilter, TiceInsecticidesFilter;0.9796;1.7799;181.70438065070124
204;esol;SVM;GSKFilter, ValenceDiscoveryFilter;1.063;1.9321;181.75812849479053
1434;esol;Gradient Boosting Regressor;FAF4DruglikeFilter, NIBRFilter;1.0181;1.8514;181.84951852573025
1426;esol;Gradient Boosting Regressor;FAF4DruglikeFilter, GlaxoFilter;1.0617;1.9349;182.24170159085546
1627;esol;Gradient Boosting Regressor;MLSMRFilter, OpreaFilter;1.0748;1.96;182.35408882544914
1160;esol;SGD;LipinskiFilter, MolecularWeightFilter;1523124635642.172;2778736019508.4497;182.43654882102888
806;esol;MLP;OpreaFilter, TiceInsecticidesFilter;1.1379;2.0786;182.67781247375788
1439;esol;Gradient Boosting Regressor;FAF4DruglikeFilter, REOSFilter;1.1203;2.0475;182.76166013484115
1425;esol;Gradient Boosting Regressor;FAF4DruglikeFilter, GhoseFilter;1.0863;1.9918;183.3599802450898
143;esol;SVM;GhoseFilter, MLSMRFilter;0.9517;1.7451;183.36184901234978
1435;esol;Gradient Boosting Regressor;FAF4DruglikeFilter, NIHFilter;1.0855;1.9947;183.75756939875686
1527;esol;Gradient Boosting Regressor;GSKFilter, MLSMRFilter;0.9838;1.8094;183.91906969726705
1534;esol;Gradient Boosting Regressor;GSKFilter, REOSFilter;1.0916;2.0111;184.23615584886136
528;esol;MLP;BrenkFilter, TiceInsecticidesFilter;1.209;2.2281;184.29922116532705
1727;esol;Gradient Boosting Regressor;REOSFilter, RuleOfVeberFilter;1.1395;2.1002;184.31665294857163
1492;esol;Gradient Boosting Regressor;GhoseFilter, RuleOfXuFilter;1.0523;1.9403;184.37952064243092
1511;esol;Gradient Boosting Regressor;GlaxoFilter, REOSFilter;1.1185;2.0624;184.38953380681787
87;esol;SVM;FAF4DruglikeFilter, GhoseFilter;0.9982;1.8409;184.42307583681986
1437;esol;Gradient Boosting Regressor;FAF4DruglikeFilter, PAINSFilter;1.0628;1.9602;184.4381498453875
560;esol;MLP;FAF4LeadlikeFilter, GSKFilter;0.9493;1.7522;184.5688152198278
566;esol;MLP;FAF4LeadlikeFilter, MolecularWeightFilter;0.9493;1.7522;184.5688152198278
449;esol;MLP;BeyondRo5Filter, FAF4LeadlikeFilter;0.9493;1.7522;184.5688152198278
575;esol;MLP;FAF4LeadlikeFilter, RuleOfVeberFilter;0.9493;1.7522;184.5688152198278
582;esol;MLP;FAF4LeadlikeFilter, ZINCDruglikeFilter;0.9493;1.7522;184.5688152198278
532;esol;MLP;FAF4DruglikeFilter, FAF4LeadlikeFilter;0.9493;1.7522;184.5688152198278
564;esol;MLP;FAF4LeadlikeFilter, LipinskiFilter;0.9493;1.7522;184.5688152198278
1542;esol;Gradient Boosting Regressor;GSKFilter, ValenceDiscoveryFilter;1.0752;1.9846;184.58704020026437
851;esol;MLP;RuleOfThreeFilter, SureChEMBLFilter;0.9628;1.7776;184.63074593288974
1444;esol;Gradient Boosting Regressor;FAF4DruglikeFilter, SureChEMBLFilter;0.9611;1.7752;184.69407567734447
196;esol;SVM;GSKFilter, REOSFilter;1.0615;1.9615;184.78778791762082
1654;esol;Gradient Boosting Regressor;MolecularWeightFilter, TiceInsecticidesFilter;1.0263;1.8964;184.78991941344842
1364;esol;Gradient Boosting Regressor;BeyondRo5Filter, TiceInsecticidesFilter;1.0271;1.8984;184.8338755666423
1594;esol;Gradient Boosting Regressor;LINTFilter, REOSFilter;1.1398;2.1089;185.02114839661644
570;esol;MLP;FAF4LeadlikeFilter, PAINSFilter;0.9582;1.7733;185.06293430103386
1694;esol;Gradient Boosting Regressor;OpreaFilter, RuleOfVeberFilter;1.0244;1.8978;185.2648891263285
1369;esol;Gradient Boosting Regressor;BMSFilter, FAF4DruglikeFilter;1.0827;2.0067;185.33459376680634
1620;esol;Gradient Boosting Regressor;LipinskiFilter, TiceInsecticidesFilter;1.0223;1.8966;185.5169295872123
300;esol;SVM;MLSMRFilter, ValenceDiscoveryFilter;1.0127;1.8819;185.81977908501105
244;esol;SVM;InpharmaticaFilter, TiceInsecticidesFilter;0.9789;1.8196;185.87814400002597
1413;esol;Gradient Boosting Regressor;BrenkFilter, REOSFilter;1.0363;1.9267;185.92014192212832
154;esol;SVM;GhoseFilter, RuleOfXuFilter;0.991;1.8434;186.0084801939176
157;esol;SVM;GhoseFilter, TiceInsecticidesFilter;0.9712;1.8084;186.19773613189216
1491;esol;Gradient Boosting Regressor;GhoseFilter, RuleOfVeberFilter;1.0537;1.963;186.29360966359522
324;esol;SVM;NIBRFilter, REOSFilter;1.0076;1.878;186.3868249881498
1734;esol;Gradient Boosting Regressor;REOSFilter, ZINCDruglikeFilter;1.1477;2.1401;186.47125409349755
836;esol;MLP;REOSFilter, RuleOfXuFilter;1.0965;2.0452;186.5187882534984
452;esol;MLP;BeyondRo5Filter, GSKFilter;0.9967;1.8612;186.73584439859357
441;esol;SVM;TiceInsecticidesFilter, ZINCBasicFilter;0.9564;1.7894;187.09219790533288
649;esol;MLP;GSKFilter, TiceInsecticidesFilter;0.9587;1.7945;187.18803087914813
1342;esol;Gradient Boosting Regressor;BeyondRo5Filter, GhoseFilter;1.0878;2.0366;187.23204691087528
593;esol;MLP;GhoseFilter, OpreaFilter;1.0876;2.0371;187.3017364323769
1414;esol;Gradient Boosting Regressor;BrenkFilter, RuleOfThreeFilter;1.1092;2.079;187.4243205434516
1677;esol;Gradient Boosting Regressor;NIHFilter, REOSFilter;1.0116;1.8967;187.50057904009546
1770;esol;Gradient Boosting Regressor;SureChEMBLFilter, TiceInsecticidesFilter;1.035;1.9415;187.58038392282248
1728;esol;Gradient Boosting Regressor;REOSFilter, RuleOfXuFilter;1.0948;2.0579;187.9723006369123
671;esol;MLP;HaoFilter, ValenceDiscoveryFilter;1.0824;2.037;188.1852818822261
1646;esol;Gradient Boosting Regressor;MolecularWeightFilter, REOSFilter;1.1516;2.1679;188.2425117034415
1356;esol;Gradient Boosting Regressor;BeyondRo5Filter, REOSFilter;1.1288;2.1267;188.40773130814756
1612;esol;Gradient Boosting Regressor;LipinskiFilter, REOSFilter;1.1492;2.1715;188.94828838512709
1600;esol;Gradient Boosting Regressor;LINTFilter, TiceHerbicidesFilter;1.1624;2.1966;188.97200242479917
1482;esol;Gradient Boosting Regressor;GhoseFilter, MolecularWeightFilter;1.0788;2.0391;189.02226458997853
1480;esol;Gradient Boosting Regressor;GhoseFilter, LipinskiFilter;1.0778;2.0378;189.07901576778278
1385;esol;Gradient Boosting Regressor;BMSFilter, REOSFilter;1.0026;1.8961;189.12056929398193
637;esol;MLP;GSKFilter, NIBRFilter;0.9873;1.8676;189.16402103645817
1069;esol;SGD;GlaxoFilter, RuleOfVeberFilter;1223392477331.7295;2314832590960.7217;189.21422469504384
7;esol;SVM;BeyondRo5Filter, HaoFilter;1.0328;1.9543;189.2193509259573
1525;esol;Gradient Boosting Regressor;GSKFilter, LINTFilter;0.9954;1.885;189.36436406061102
636;esol;MLP;GSKFilter, MolecularWeightFilter;0.9458;1.7912;189.38995396598824
256;esol;SVM;LINTFilter, REOSFilter;1.125;2.1339;189.6833738304609
224;esol;SVM;HaoFilter, TiceInsecticidesFilter;0.9334;1.7711;189.75093190388841
889;esol;MLP;ValenceDiscoveryFilter, ZINCBasicFilter;1.0658;2.0253;190.02717397973547
1448;esol;Gradient Boosting Regressor;FAF4DruglikeFilter, ZINCBasicFilter;1.0686;2.0329;190.23380037672334
209;esol;SVM;HaoFilter, LipinskiFilter;1.0305;1.9608;190.27595970955417
211;esol;SVM;HaoFilter, MolecularWeightFilter;1.0305;1.9608;190.27595970955417
220;esol;SVM;HaoFilter, RuleOfVeberFilter;1.0305;1.9608;190.27595970955417
1711;esol;Gradient Boosting Regressor;PAINSFilter, TiceInsecticidesFilter;0.9806;1.866;190.2992393159572
1562;esol;Gradient Boosting Regressor;HaoFilter, TiceInsecticidesFilter;0.9745;1.8581;190.66662714532612
1477;esol;Gradient Boosting Regressor;GhoseFilter, HaoFilter;1.0123;1.9311;190.76621515115704
263;esol;SVM;LINTFilter, TiceInsecticidesFilter;0.9858;1.8816;190.87266002961607
147;esol;SVM;GhoseFilter, OpreaFilter;0.9553;1.8239;190.92568210104696
332;esol;SVM;NIBRFilter, TiceInsecticidesFilter;0.9454;1.8056;190.9937002454867
1479;esol;Gradient Boosting Regressor;GhoseFilter, LINTFilter;1.0016;1.9135;191.0528432542555
535;esol;MLP;FAF4DruglikeFilter, GSKFilter;0.9944;1.9011;191.18209607598175
1462;esol;Gradient Boosting Regressor;FAF4LeadlikeFilter, PAINSFilter;1.0093;1.9302;191.24382454327704
1393;esol;Gradient Boosting Regressor;BMSFilter, TiceInsecticidesFilter;1.0081;1.9294;191.38527436357367
1743;esol;Gradient Boosting Regressor;RuleOfThreeFilter, SureChEMBLFilter;1.0222;1.9565;191.39534306536092
333;esol;SVM;NIBRFilter, ValenceDiscoveryFilter;0.955;1.829;191.52439079075276
347;esol;SVM;NIHFilter, TiceInsecticidesFilter;0.9463;1.8135;191.64197444319754
55;esol;SVM;BMSFilter, TiceInsecticidesFilter;0.9463;1.8135;191.64197444319754
264;esol;SVM;LINTFilter, ValenceDiscoveryFilter;1.1108;2.1294;191.69334499356702
1289;esol;SGD;RuleOfFourFilter, RuleOfVeberFilter;7207379924.3057;13816355343.882;191.69733646603927
634;esol;MLP;GSKFilter, LipinskiFilter;0.9563;1.8339;191.77046754007213
432;esol;SVM;SureChEMBLFilter, TiceInsecticidesFilter;0.9713;1.8631;191.81669987245064
522;esol;MLP;BrenkFilter, RuleOfThreeFilter;0.9656;1.8525;191.8486696892191
75;esol;SVM;BrenkFilter, REOSFilter;1.0437;2.0027;191.89522825356505
1514;esol;Gradient Boosting Regressor;GlaxoFilter, RuleOfTwoFilter;1.4123;2.7132;192.11239060829718
1497;esol;Gradient Boosting Regressor;GhoseFilter, ZINCBasicFilter;0.9868;1.8969;192.23819921302643
1454;esol;Gradient Boosting Regressor;FAF4LeadlikeFilter, InpharmaticaFilter;0.9872;1.8985;192.3136629249379
215;esol;SVM;HaoFilter, PAINSFilter;1.03;1.9844;192.65902078408925
181;esol;SVM;GlaxoFilter, TiceInsecticidesFilter;0.9248;1.7841;192.9251084348064
1209;esol;SGD;MolecularWeightFilter, ValenceDiscoveryFilter;1232971626992.53;2378880675627.373;192.93880114905397
1420;esol;Gradient Boosting Regressor;BrenkFilter, TiceInsecticidesFilter;0.9901;1.9105;192.96309347956648
299;esol;SVM;MLSMRFilter, TiceInsecticidesFilter;0.9504;1.8345;193.0225371432317
1196;esol;SGD;MolecularWeightFilter, NIHFilter;1479407891691.474;2856034516798.756;193.05254033310058
505;esol;MLP;BrenkFilter, FAF4DruglikeFilter;0.9309;1.8004;193.4059478865426
1685;esol;Gradient Boosting Regressor;NIHFilter, TiceInsecticidesFilter;1.0025;1.9391;193.42494468368054
361;esol;SVM;OpreaFilter, ValenceDiscoveryFilter;1.0191;1.9718;193.4810812201416
1179;esol;SGD;MLSMRFilter, NIBRFilter;2895187203691.808;5602825290384.49;193.52203834142497
1779;esol;Gradient Boosting Regressor;TiceInsecticidesFilter, ZINCBasicFilter;0.9533;1.8467;193.73020231481038
645;esol;MLP;GSKFilter, RuleOfVeberFilter;0.9642;1.8688;193.81593992965685
886;esol;MLP;TiceInsecticidesFilter, ValenceDiscoveryFilter;1.055;2.0449;193.83186749179205
628;esol;MLP;GlaxoFilter, ValenceDiscoveryFilter;1.0155;1.9687;193.86367276973064
729;esol;MLP;LipinskiFilter, ValenceDiscoveryFilter;1.0103;1.9598;193.98717933007546
763;esol;MLP;MolecularWeightFilter, ValenceDiscoveryFilter;1.0103;1.9598;193.98717933007546
938;esol;SGD;BMSFilter, PfizerFilter;1978163276184.3003;3845975411941.0815;194.4215352819421
1733;esol;Gradient Boosting Regressor;REOSFilter, ZINCBasicFilter;1.1295;2.2003;194.80702791360477
555;esol;MLP;FAF4DruglikeFilter, ValenceDiscoveryFilter;1.0194;1.9947;195.6813692384165
890;esol;MLP;ValenceDiscoveryFilter, ZINCDruglikeFilter;1.0079;1.9759;196.04509731359207
562;esol;MLP;FAF4LeadlikeFilter, InpharmaticaFilter;0.9376;1.8389;196.13153334616683
1777;esol;Gradient Boosting Regressor;TiceHerbicidesFilter, ZINCDruglikeFilter;1.0636;2.0863;196.14489197104575
189;esol;SVM;GSKFilter, MLSMRFilter;0.9365;1.8379;196.24757000140303
873;esol;MLP;RuleOfXuFilter, TiceInsecticidesFilter;1.061;2.0827;196.30018730552078
1670;esol;Gradient Boosting Regressor;NIBRFilter, TiceInsecticidesFilter;0.9789;1.9243;196.56781226982193
1775;esol;Gradient Boosting Regressor;TiceHerbicidesFilter, ValenceDiscoveryFilter;1.0491;2.0628;196.62545137235
1464;esol;Gradient Boosting Regressor;FAF4LeadlikeFilter, REOSFilter;1.0436;2.0524;196.67879357254557
1452;esol;Gradient Boosting Regressor;FAF4LeadlikeFilter, GSKFilter;0.9986;1.9659;196.86465733229954
558;esol;MLP;FAF4LeadlikeFilter, GhoseFilter;0.9885;1.9464;196.90425049230328
1638;esol;Gradient Boosting Regressor;MLSMRFilter, ValenceDiscoveryFilter;1.0061;1.9811;196.9108326687675
640;esol;MLP;GSKFilter, PAINSFilter;0.9352;1.8437;197.13380392403758
1698;esol;Gradient Boosting Regressor;OpreaFilter, TiceInsecticidesFilter;0.9502;1.8737;197.20105190552118
1341;esol;Gradient Boosting Regressor;BeyondRo5Filter, FAF4LeadlikeFilter;0.9896;1.952;197.25045118099573
16;esol;SVM;BeyondRo5Filter, PAINSFilter;1.2046;2.38;197.57927401427324
187;esol;SVM;GSKFilter, LINTFilter;0.9354;1.8482;197.59595364135748
150;esol;SVM;GhoseFilter, REOSFilter;1.0409;2.0572;197.63443189144584
1453;esol;Gradient Boosting Regressor;FAF4LeadlikeFilter, HaoFilter;0.97;1.9173;197.64707113573277
1674;esol;Gradient Boosting Regressor;NIHFilter, OpreaFilter;0.9502;1.8783;197.66877314529953
1771;esol;Gradient Boosting Regressor;SureChEMBLFilter, ValenceDiscoveryFilter;0.9887;1.9549;197.72368126032583
1582;esol;Gradient Boosting Regressor;InpharmaticaFilter, TiceInsecticidesFilter;0.9879;1.9542;197.80947001052095
1495;esol;Gradient Boosting Regressor;GhoseFilter, TiceInsecticidesFilter;1.0079;1.9946;197.90603608715344
1544;esol;Gradient Boosting Regressor;GSKFilter, ZINCDruglikeFilter;1.0166;2.0119;197.91467339980028
1730;esol;Gradient Boosting Regressor;REOSFilter, TiceHerbicidesFilter;0.9847;1.9498;198.00785575676215
1555;esol;Gradient Boosting Regressor;HaoFilter, REOSFilter;1.0455;2.071;198.08760881732957
1539;esol;Gradient Boosting Regressor;GSKFilter, SureChEMBLFilter;0.9677;1.9181;198.21963707562668
1421;esol;Gradient Boosting Regressor;BrenkFilter, ValenceDiscoveryFilter;0.9803;1.9436;198.26003171809498
563;esol;MLP;FAF4LeadlikeFilter, LINTFilter;1.0161;2.0179;198.58553094354124
1541;esol;Gradient Boosting Regressor;GSKFilter, TiceInsecticidesFilter;1.0018;1.9917;198.8227150314639
1519;esol;Gradient Boosting Regressor;GlaxoFilter, TiceInsecticidesFilter;0.9419;1.8731;198.8766084860694
1458;esol;Gradient Boosting Regressor;FAF4LeadlikeFilter, MolecularWeightFilter;0.9846;1.9596;199.02071117032364
1577;esol;Gradient Boosting Regressor;InpharmaticaFilter, RuleOfTwoFilter;1.3462;2.6794;199.03753477472108
268;esol;SVM;LipinskiFilter, MolecularWeightFilter;1.172;2.3366;199.37326502888612
1754;esol;Gradient Boosting Regressor;RuleOfTwoFilter, ZINCBasicFilter;1.348;2.6903;199.58231361550398
779;esol;MLP;NIBRFilter, ValenceDiscoveryFilter;1.0396;2.0755;199.65189163852517
1419;esol;Gradient Boosting Regressor;BrenkFilter, TiceHerbicidesFilter;1.0396;2.0765;199.7445950435195
76;esol;SVM;BrenkFilter, RuleOfThreeFilter;1.0657;2.1287;199.74825153483314
473;esol;MLP;BeyondRo5Filter, ValenceDiscoveryFilter;1.0012;2.0008;199.82870668169716
353;esol;SVM;OpreaFilter, REOSFilter;0.9826;1.9644;199.91449628380468
691;esol;MLP;InpharmaticaFilter, ValenceDiscoveryFilter;1.026;2.0517;199.9623104070837
1424;esol;Gradient Boosting Regressor;FAF4DruglikeFilter, FAF4LeadlikeFilter;0.9836;1.9685;200.12916288876693
1445;esol;Gradient Boosting Regressor;FAF4DruglikeFilter, TiceHerbicidesFilter;1.0446;2.0907;200.1405787673057
1467;esol;Gradient Boosting Regressor;FAF4LeadlikeFilter, RuleOfVeberFilter;0.9805;1.9698;200.8946260262275
1559;esol;Gradient Boosting Regressor;HaoFilter, RuleOfXuFilter;1.0299;2.0699;200.98115002267974
201;esol;SVM;GSKFilter, SureChEMBLFilter;0.9254;1.8604;201.0294141537394
1382;esol;Gradient Boosting Regressor;BMSFilter, OpreaFilter;0.9302;1.8727;201.32310215018575
1459;esol;Gradient Boosting Regressor;FAF4LeadlikeFilter, NIBRFilter;0.9481;1.9092;201.36725959067186
548;esol;MLP;FAF4DruglikeFilter, RuleOfThreeFilter;1.01;2.0349;201.47291447350884
820;esol;MLP;PAINSFilter, ValenceDiscoveryFilter;1.0122;2.0431;201.8456311299631
1706;esol;Gradient Boosting Regressor;PAINSFilter, RuleOfTwoFilter;1.374;2.7743;201.9147219638751
1456;esol;Gradient Boosting Regressor;FAF4LeadlikeFilter, LipinskiFilter;0.9713;1.9618;201.97173453666613
1774;esol;Gradient Boosting Regressor;TiceHerbicidesFilter, TiceInsecticidesFilter;1.0292;2.0787;201.9748102441703
1474;esol;Gradient Boosting Regressor;FAF4LeadlikeFilter, ZINCDruglikeFilter;0.973;1.9656;202.0145533916868
10;esol;SVM;BeyondRo5Filter, LipinskiFilter;1.1928;2.4106;202.104089163694
1485;esol;Gradient Boosting Regressor;GhoseFilter, OpreaFilter;0.943;1.9089;202.42916575514488
1398;esol;Gradient Boosting Regressor;BrenkFilter, FAF4LeadlikeFilter;0.949;1.9216;202.4797260040305
437;esol;SVM;TiceHerbicidesFilter, ValenceDiscoveryFilter;0.9734;1.9739;202.7804287923125
427;esol;SVM;RuleOfXuFilter, TiceInsecticidesFilter;0.9116;1.8491;202.84319426646832
1432;esol;Gradient Boosting Regressor;FAF4DruglikeFilter, MLSMRFilter;0.9064;1.8408;203.09616895152885
1699;esol;Gradient Boosting Regressor;OpreaFilter, ValenceDiscoveryFilter;0.9985;2.0314;203.4531122288549
1486;esol;Gradient Boosting Regressor;GhoseFilter, PAINSFilter;1.0454;2.1277;203.527373787318
393;esol;SVM;REOSFilter, TiceInsecticidesFilter;0.9921;2.02;203.60951047608657
879;esol;MLP;SureChEMBLFilter, ValenceDiscoveryFilter;1.0478;2.1361;203.86982361710767
289;esol;SVM;MLSMRFilter, OpreaFilter;0.9033;1.8427;203.99958450570716
115;esol;SVM;FAF4LeadlikeFilter, HaoFilter;0.9145;1.8687;204.3311126060828
1619;esol;Gradient Boosting Regressor;LipinskiFilter, TiceHerbicidesFilter;1.0288;2.1027;204.38457952293749
573;esol;MLP;FAF4LeadlikeFilter, RuleOfThreeFilter;1.0055;2.0577;204.6558116321928
868;esol;MLP;RuleOfVeberFilter, ValenceDiscoveryFilter;0.9813;2.0095;204.7839307408614
874;esol;MLP;RuleOfXuFilter, ValenceDiscoveryFilter;0.986;2.0193;204.7896752208173
581;esol;MLP;FAF4LeadlikeFilter, ZINCBasicFilter;0.8643;1.7722;205.02869127908866
1602;esol;Gradient Boosting Regressor;LINTFilter, ValenceDiscoveryFilter;1.0102;2.0742;205.3263536114269
1359;esol;Gradient Boosting Regressor;BeyondRo5Filter, RuleOfTwoFilter;1.3535;2.7813;205.48326636397167
89;esol;SVM;FAF4DruglikeFilter, GSKFilter;0.9479;1.9539;206.1343513033826
579;esol;MLP;FAF4LeadlikeFilter, TiceInsecticidesFilter;0.9925;2.0471;206.2612981687206
1574;esol;Gradient Boosting Regressor;InpharmaticaFilter, PfizerFilter;1.1184;2.3092;206.4703543209367
1473;esol;Gradient Boosting Regressor;FAF4LeadlikeFilter, ZINCBasicFilter;0.9322;1.926;206.61309857759048
1363;esol;Gradient Boosting Regressor;BeyondRo5Filter, TiceHerbicidesFilter;0.9937;2.0532;206.6348647627225
86;esol;SVM;FAF4DruglikeFilter, FAF4LeadlikeFilter;0.9098;1.8811;206.75147128531535
118;esol;SVM;FAF4LeadlikeFilter, LipinskiFilter;0.9098;1.8811;206.75147128531535
136;esol;SVM;FAF4LeadlikeFilter, ZINCDruglikeFilter;0.9098;1.8811;206.75147128531535
120;esol;SVM;FAF4LeadlikeFilter, MolecularWeightFilter;0.9098;1.8811;206.75147128531535
114;esol;SVM;FAF4LeadlikeFilter, GSKFilter;0.9098;1.8811;206.75147128531535
129;esol;SVM;FAF4LeadlikeFilter, RuleOfVeberFilter;0.9098;1.8811;206.75147128531535
3;esol;SVM;BeyondRo5Filter, FAF4LeadlikeFilter;0.9098;1.8811;206.75147128531535
684;esol;MLP;InpharmaticaFilter, RuleOfThreeFilter;0.8908;1.8418;206.7580996692786
1653;esol;Gradient Boosting Regressor;MolecularWeightFilter, TiceHerbicidesFilter;1.0145;2.0976;206.7672655657475
1471;esol;Gradient Boosting Regressor;FAF4LeadlikeFilter, TiceInsecticidesFilter;0.9903;2.0492;206.93405904241513
377;esol;SVM;PfizerFilter, REOSFilter;0.9712;2.0098;206.94688648034622
529;esol;MLP;BrenkFilter, ValenceDiscoveryFilter;1.1217;2.3254;207.3111812285803
1557;esol;Gradient Boosting Regressor;HaoFilter, RuleOfTwoFilter;1.3473;2.7931;207.31819109177812
1303;esol;SGD;RuleOfTwoFilter, RuleOfVeberFilter;3511874912742.0693;7281516956156.258;207.33987220720383
1576;esol;Gradient Boosting Regressor;InpharmaticaFilter, RuleOfThreeFilter;0.9859;2.0483;207.75237639717915
1370;esol;Gradient Boosting Regressor;BMSFilter, FAF4LeadlikeFilter;0.9205;1.9129;207.81537576229678
1649;esol;Gradient Boosting Regressor;MolecularWeightFilter, RuleOfTwoFilter;1.3462;2.798;207.8467081341817
703;esol;MLP;LINTFilter, RuleOfThreeFilter;0.9057;1.8825;207.85440382604114
1749;esol;Gradient Boosting Regressor;RuleOfTwoFilter, RuleOfVeberFilter;1.3443;2.7958;207.97236026795036
124;esol;SVM;FAF4LeadlikeFilter, PAINSFilter;0.9123;1.8983;208.08242299789134
559;esol;MLP;FAF4LeadlikeFilter, GlaxoFilter;0.8734;1.8187;208.2354749250828
1536;esol;Gradient Boosting Regressor;GSKFilter, RuleOfTwoFilter;1.3368;2.7843;208.28258023458122
1460;esol;Gradient Boosting Regressor;FAF4LeadlikeFilter, NIHFilter;0.9179;1.9141;208.52993625289665
1388;esol;Gradient Boosting Regressor;BMSFilter, RuleOfTwoFilter;1.257;2.6216;208.55612225826297
1723;esol;Gradient Boosting Regressor;PfizerFilter, ValenceDiscoveryFilter;1.0307;2.1515;208.7440049142071
82;esol;SVM;BrenkFilter, TiceInsecticidesFilter;0.9355;1.9529;208.76424688259073
1440;esol;Gradient Boosting Regressor;FAF4DruglikeFilter, RuleOfThreeFilter;1.1986;2.5026;208.79739358605391
1472;esol;Gradient Boosting Regressor;FAF4LeadlikeFilter, ValenceDiscoveryFilter;0.9404;1.965;208.9476589996766
134;esol;SVM;FAF4LeadlikeFilter, ValenceDiscoveryFilter;0.9218;1.9296;209.32414063329537
