;Dataset;Model;Filters;Baseline RMSE;Predicted RMSE;Ratio [%]
240;esol;SVM;InpharmaticaFilter, RuleOfVeberFilter;1.2079;1.49;123.35647283001204
285;esol;SVM;LipinskiFilter, ZINCDruglikeFilter;1.1153;1.3765;123.42662877999595
319;esol;SVM;MolecularWeightFilter, ZINCDruglikeFilter;1.1153;1.3765;123.42662877999595
668;esol;MLP;HaoFilter, SureChEMBLFilter;1.1429;1.4114;123.49740763623886
450;esol;MLP;BeyondRo5Filter, GhoseFilter;0.9576;1.1846;123.70650658043832
590;esol;MLP;GhoseFilter, MolecularWeightFilter;0.9576;1.1846;123.70650658043832
588;esol;MLP;GhoseFilter, LipinskiFilter;0.9576;1.1846;123.70650658043832
1362;esol;Gradient Boosting Regressor;BeyondRo5Filter, SureChEMBLFilter;1.1772;1.4571;123.7801211690678
1599;esol;Gradient Boosting Regressor;LINTFilter, SureChEMBLFilter;1.3156;1.6313;123.9949412675574
376;esol;SVM;PAINSFilter, ZINCDruglikeFilter;1.1087;1.3748;123.9968387480776
609;esol;MLP;GlaxoFilter, InpharmaticaFilter;1.265;1.5689;124.01654686151996
1113;esol;SGD;HaoFilter, RuleOfXuFilter;1617569484785.0398;2007253839204.6548;124.0907335409706
1628;esol;Gradient Boosting Regressor;MLSMRFilter, PAINSFilter;1.1583;1.4383;124.17954268301521
423;esol;SVM;RuleOfVeberFilter, ZINCBasicFilter;1.1931;1.482;124.21418900933816
248;esol;SVM;LINTFilter, LipinskiFilter;1.2152;1.5101;124.26686923300905
1625;esol;Gradient Boosting Regressor;MLSMRFilter, NIBRFilter;1.219;1.5148;124.2691925889424
1624;esol;Gradient Boosting Regressor;MLSMRFilter, MolecularWeightFilter;1.1528;1.4332;124.32794309580378
693;esol;MLP;InpharmaticaFilter, ZINCDruglikeFilter;1.2378;1.5389;124.33057633630291
1405;esol;Gradient Boosting Regressor;BrenkFilter, LipinskiFilter;1.3246;1.647;124.33949247635276
252;esol;SVM;LINTFilter, NIHFilter;1.1822;1.47;124.34095422105929
38;esol;SVM;BMSFilter, LINTFilter;1.1822;1.47;124.34095422105929
1093;esol;SGD;GSKFilter, SureChEMBLFilter;3039361805616.054;3779975307079.8745;124.36740173859306
697;esol;MLP;LINTFilter, NIBRFilter;1.2338;1.5366;124.54309409562161
1504;esol;Gradient Boosting Regressor;GlaxoFilter, MLSMRFilter;1.152;1.4363;124.67866133132452
948;esol;SGD;BMSFilter, ValenceDiscoveryFilter;1664305790626.5862;2076320475458.682;124.75594852535954
39;esol;SVM;BMSFilter, LipinskiFilter;1.1585;1.4456;124.77953083788779
270;esol;SVM;LipinskiFilter, NIHFilter;1.1585;1.4456;124.77953083788779
435;esol;SVM;SureChEMBLFilter, ZINCDruglikeFilter;1.1031;1.3768;124.81860885252678
8;esol;SVM;BeyondRo5Filter, InpharmaticaFilter;1.2002;1.4994;124.92482719501243
287;esol;SVM;MLSMRFilter, NIBRFilter;1.1765;1.4704;124.9793366337544
446;esol;MLP;BeyondRo5Filter, BMSFilter;1.173;1.4662;124.99652061245952
460;esol;MLP;BeyondRo5Filter, NIHFilter;1.173;1.4662;124.99652061245952
599;esol;MLP;GhoseFilter, RuleOfVeberFilter;0.9402;1.1754;125.01774087151338
913;esol;SGD;BeyondRo5Filter, RuleOfTwoFilter;3668667529841.1406;4589028563301.33;125.08706569821119
781;esol;MLP;NIBRFilter, ZINCDruglikeFilter;1.1747;1.4706;125.18469911642597
1001;esol;SGD;FAF4DruglikeFilter, ValenceDiscoveryFilter;1455640175840.416;1825118909327.16;125.38255948269803
9;esol;SVM;BeyondRo5Filter, LINTFilter;1.189;1.4914;125.43342218706037
679;esol;MLP;InpharmaticaFilter, NIHFilter;1.2563;1.5761;125.45885336061595
483;esol;MLP;BMSFilter, InpharmaticaFilter;1.2563;1.5761;125.45885336061595
454;esol;MLP;BeyondRo5Filter, InpharmaticaFilter;1.2847;1.6121;125.48382806304907
79;esol;SVM;BrenkFilter, RuleOfXuFilter;1.4581;1.831;125.57205521692742
1286;esol;SGD;REOSFilter, ValenceDiscoveryFilter;1406292457604.1597;1768353816408.675;125.74580819563974
752;esol;MLP;MolecularWeightFilter, PAINSFilter;1.2063;1.5184;125.8663881839017
659;esol;MLP;HaoFilter, NIHFilter;1.1615;1.4648;126.11268923434622
482;esol;MLP;BMSFilter, HaoFilter;1.1615;1.4648;126.11268923434622
1027;esol;SGD;FAF4LeadlikeFilter, ZINCBasicFilter;2457241677857.072;3099954357509.712;126.15585945185259
692;esol;MLP;InpharmaticaFilter, ZINCBasicFilter;1.2434;1.5694;126.22061443935806
1354;esol;Gradient Boosting Regressor;BeyondRo5Filter, PAINSFilter;1.1044;1.3945;126.26849942534703
687;esol;MLP;InpharmaticaFilter, RuleOfXuFilter;1.5252;1.9262;126.28915746899854
795;esol;MLP;NIHFilter, ZINCBasicFilter;1.1751;1.484;126.29017068673227
503;esol;MLP;BMSFilter, ZINCBasicFilter;1.1751;1.484;126.29017068673227
0;esol;SVM;BeyondRo5Filter, BMSFilter;1.1653;1.472;126.32412650302194
14;esol;SVM;BeyondRo5Filter, NIHFilter;1.1653;1.472;126.32412650302194
1124;esol;SGD;InpharmaticaFilter, NIBRFilter;1871426064069.775;2364484317161.63;126.34665951053418
706;esol;MLP;LINTFilter, RuleOfXuFilter;1.333;1.6857;126.4625945356882
1406;esol;Gradient Boosting Regressor;BrenkFilter, MLSMRFilter;1.3309;1.6831;126.46370823394516
1517;esol;Gradient Boosting Regressor;GlaxoFilter, SureChEMBLFilter;1.22;1.5433;126.50227039500447
1757;esol;Gradient Boosting Regressor;RuleOfVeberFilter, SureChEMBLFilter;1.1905;1.5067;126.56403561562108
1580;esol;Gradient Boosting Regressor;InpharmaticaFilter, SureChEMBLFilter;1.1895;1.5061;126.61452009774492
686;esol;MLP;InpharmaticaFilter, RuleOfVeberFilter;1.279;1.62;126.66840730105937
606;esol;MLP;GhoseFilter, ZINCDruglikeFilter;0.9539;1.2101;126.8616371706678
750;esol;MLP;MolecularWeightFilter, NIHFilter;1.191;1.5112;126.88327616939628
487;esol;MLP;BMSFilter, MolecularWeightFilter;1.191;1.5112;126.88327616939628
489;esol;MLP;BMSFilter, NIHFilter;1.191;1.5112;126.88327616939628
296;esol;SVM;MLSMRFilter, RuleOfXuFilter;1.4911;1.8921;126.89211429620384
677;esol;MLP;InpharmaticaFilter, MolecularWeightFilter;1.2814;1.627;126.96466382898646
259;esol;SVM;LINTFilter, RuleOfVeberFilter;1.2007;1.5256;127.06508590323668
424;esol;SVM;RuleOfVeberFilter, ZINCDruglikeFilter;1.1127;1.4144;127.1236732137149
516;esol;MLP;BrenkFilter, NIBRFilter;1.2523;1.5932;127.2199052159249
229;esol;SVM;InpharmaticaFilter, LipinskiFilter;1.1795;1.5007;127.23346599657981
1417;esol;Gradient Boosting Regressor;BrenkFilter, RuleOfXuFilter;1.2815;1.6306;127.24647750730105
775;esol;MLP;NIBRFilter, RuleOfXuFilter;1.4501;1.8469;127.36840878231348
168;esol;SVM;GlaxoFilter, NIBRFilter;1.1432;1.4562;127.38159609124769
967;esol;SGD;BrenkFilter, REOSFilter;1399131122622.7402;1784770763316.4958;127.56279482732506
1587;esol;Gradient Boosting Regressor;LINTFilter, MLSMRFilter;1.218;1.5543;127.60788818093434
29;esol;SVM;BeyondRo5Filter, ZINCDruglikeFilter;1.1302;1.4452;127.86444124756038
1165;esol;SGD;LipinskiFilter, PfizerFilter;1283995109127.026;1643309233565.4255;127.98407267163918
1762;esol;Gradient Boosting Regressor;RuleOfVeberFilter, ZINCDruglikeFilter;1.0741;1.3748;127.9901362189304
953;esol;SGD;BrenkFilter, GhoseFilter;1780061237356.9614;2280326225639.9263;128.10380776707206
591;esol;MLP;GhoseFilter, NIBRFilter;1.1057;1.4188;128.31230286580453
1683;esol;Gradient Boosting Regressor;NIHFilter, SureChEMBLFilter;1.2651;1.6233;128.31365440030615
485;esol;MLP;BMSFilter, LipinskiFilter;1.1661;1.497;128.38257036582263
716;esol;MLP;LipinskiFilter, NIHFilter;1.1661;1.497;128.38257036582263
497;esol;MLP;BMSFilter, RuleOfVeberFilter;1.1654;1.4963;128.3968534694625
789;esol;MLP;NIHFilter, RuleOfVeberFilter;1.1654;1.4963;128.3968534694625
456;esol;MLP;BeyondRo5Filter, LipinskiFilter;1.2137;1.5587;128.42009433651032
724;esol;MLP;LipinskiFilter, RuleOfVeberFilter;1.1944;1.5347;128.49480598893618
288;esol;SVM;MLSMRFilter, NIHFilter;1.1831;1.5257;128.95411123945442
40;esol;SVM;BMSFilter, MLSMRFilter;1.1831;1.5257;128.95411123945442
1185;esol;SGD;MLSMRFilter, RuleOfThreeFilter;2239371677935.452;2887790124372.4683;128.95537408219852
815;esol;MLP;PAINSFilter, RuleOfVeberFilter;1.1815;1.5242;128.99744950714108
1391;esol;Gradient Boosting Regressor;BMSFilter, SureChEMBLFilter;1.2633;1.6304;129.0555968669885
1773;esol;Gradient Boosting Regressor;SureChEMBLFilter, ZINCDruglikeFilter;1.1834;1.5277;129.09553387627787
783;esol;MLP;NIHFilter, PAINSFilter;1.1691;1.5112;129.2627517781195
491;esol;MLP;BMSFilter, PAINSFilter;1.1691;1.5112;129.2627517781195
350;esol;SVM;NIHFilter, ZINCDruglikeFilter;1.1209;1.4498;129.34943456215925
58;esol;SVM;BMSFilter, ZINCDruglikeFilter;1.1209;1.4498;129.34943456215925
675;esol;MLP;InpharmaticaFilter, LipinskiFilter;1.2408;1.6076;129.55891234148132
906;esol;SGD;BeyondRo5Filter, NIHFilter;2121442203974.1423;2749293603150.8623;129.59549866598076
1281;esol;SGD;REOSFilter, RuleOfVeberFilter;2345094362767.593;3042551599526.4424;129.74111608608092
1502;esol;Gradient Boosting Regressor;GlaxoFilter, LINTFilter;1.2602;1.6365;129.85537195947728
1586;esol;Gradient Boosting Regressor;LINTFilter, LipinskiFilter;1.2669;1.6468;129.98705569694351
249;esol;SVM;LINTFilter, MLSMRFilter;1.2125;1.577;130.0636644480129
871;esol;MLP;RuleOfXuFilter, SureChEMBLFilter;1.3422;1.7458;130.06426672216512
284;esol;SVM;LipinskiFilter, ZINCBasicFilter;1.1754;1.5298;130.15120874249976
1763;esol;Gradient Boosting Regressor;RuleOfXuFilter, SureChEMBLFilter;1.2878;1.6775;130.26922146232698
1248;esol;SGD;OpreaFilter, RuleOfVeberFilter;1788650647032.2903;2333279065919.196;130.44912206811023
1259;esol;SGD;PAINSFilter, RuleOfThreeFilter;3145957734341.0293;4117162940930.0415;130.87152748390142
654;esol;MLP;HaoFilter, LINTFilter;1.1404;1.4931;130.9225355178923
453;esol;MLP;BeyondRo5Filter, HaoFilter;1.0608;1.3891;130.94131403212893
681;esol;MLP;InpharmaticaFilter, PAINSFilter;1.2195;1.5984;131.06565759207257
468;esol;MLP;BeyondRo5Filter, RuleOfVeberFilter;1.1954;1.5675;131.1261874588793
1568;esol;Gradient Boosting Regressor;InpharmaticaFilter, MLSMRFilter;1.1898;1.5618;131.27004605495657
780;esol;MLP;NIBRFilter, ZINCBasicFilter;1.2;1.5759;131.3241981770204
1378;esol;Gradient Boosting Regressor;BMSFilter, MLSMRFilter;1.1663;1.5335;131.4899208377928
1640;esol;Gradient Boosting Regressor;MLSMRFilter, ZINCDruglikeFilter;1.1363;1.4943;131.50177763944683
247;esol;SVM;InpharmaticaFilter, ZINCDruglikeFilter;1.1597;1.5256;131.5494839698218
1598;esol;Gradient Boosting Regressor;LINTFilter, RuleOfXuFilter;1.379;1.8161;131.7031334950908
655;esol;MLP;HaoFilter, LipinskiFilter;1.0582;1.3938;131.718797742603
657;esol;MLP;HaoFilter, MolecularWeightFilter;1.0582;1.3938;131.718797742603
666;esol;MLP;HaoFilter, RuleOfVeberFilter;1.0582;1.3938;131.718797742603
525;esol;MLP;BrenkFilter, RuleOfXuFilter;1.4473;1.9089;131.889683408898
864;esol;MLP;RuleOfVeberFilter, RuleOfXuFilter;1.3689;1.8059;131.9236340519243
251;esol;SVM;LINTFilter, NIBRFilter;1.1989;1.5821;131.9606480922585
302;esol;SVM;MLSMRFilter, ZINCDruglikeFilter;1.1225;1.4854;132.3306127923084
232;esol;SVM;InpharmaticaFilter, NIBRFilter;1.1293;1.4945;132.33174839014455
1626;esol;Gradient Boosting Regressor;MLSMRFilter, NIHFilter;1.169;1.5491;132.51355672342885
1246;esol;SGD;OpreaFilter, RuleOfThreeFilter;1444651154209.241;1914447805612.7969;132.51972976553697
678;esol;MLP;InpharmaticaFilter, NIBRFilter;1.2484;1.6545;132.52776538483027
425;esol;SVM;RuleOfXuFilter, SureChEMBLFilter;1.3545;1.796;132.59677960645445
992;esol;SGD;FAF4DruglikeFilter, PfizerFilter;2742658151252.1377;3641408001103.172;132.76929898976718
1172;esol;SGD;LipinskiFilter, SureChEMBLFilter;1734656669610.373;2306386281625.667;132.95923752702672
1603;esol;Gradient Boosting Regressor;LINTFilter, ZINCBasicFilter;1.2605;1.6775;133.07929712692044
85;esol;SVM;BrenkFilter, ZINCDruglikeFilter;1.1754;1.5647;133.11966578019403
1348;esol;Gradient Boosting Regressor;BeyondRo5Filter, LipinskiFilter;1.0913;1.4531;133.16005118206485
1089;esol;SGD;GSKFilter, RuleOfThreeFilter;3536831874664.3174;4712005616377.054;133.2267346415575
1588;esol;Gradient Boosting Regressor;LINTFilter, MolecularWeightFilter;1.2609;1.6818;133.37648015035933
994;esol;SGD;FAF4DruglikeFilter, RuleOfThreeFilter;2309403847760.892;3083782875400.812;133.53155527088637
1668;esol;Gradient Boosting Regressor;NIBRFilter, SureChEMBLFilter;1.16;1.549;133.5335778806424
586;esol;MLP;GhoseFilter, InpharmaticaFilter;1.1243;1.5058;133.93135346565214
1592;esol;Gradient Boosting Regressor;LINTFilter, PAINSFilter;1.2549;1.6815;133.9919222226065
1017;esol;SGD;FAF4LeadlikeFilter, PfizerFilter;2252906275572.684;3020700562020.189;134.08016990197842
1306;esol;SGD;RuleOfTwoFilter, TiceHerbicidesFilter;1091161315633.803;1467826781340.0964;134.51968653118047
152;esol;SVM;GhoseFilter, RuleOfTwoFilter;1.7342;2.335;134.6478333125563
28;esol;SVM;BeyondRo5Filter, ZINCBasicFilter;1.2102;1.6307;134.73859039604753
1501;esol;Gradient Boosting Regressor;GlaxoFilter, InpharmaticaFilter;1.2646;1.7054;134.86416289634025
601;esol;MLP;GhoseFilter, SureChEMBLFilter;1.0847;1.4629;134.86970003143261
1128;esol;SGD;InpharmaticaFilter, PfizerFilter;1075277881919.9446;1452891267930.5967;135.1177488498518
1376;esol;Gradient Boosting Regressor;BMSFilter, LINTFilter;1.2229;1.6557;135.38877036071065
1589;esol;Gradient Boosting Regressor;LINTFilter, NIBRFilter;1.289;1.746;135.45562472987257
1590;esol;Gradient Boosting Regressor;LINTFilter, NIHFilter;1.2183;1.651;135.5118680702057
1548;esol;Gradient Boosting Regressor;HaoFilter, MLSMRFilter;1.0758;1.4586;135.5819927604272
52;esol;SVM;BMSFilter, RuleOfXuFilter;1.3131;1.7814;135.66047134297185
344;esol;SVM;NIHFilter, RuleOfXuFilter;1.3131;1.7814;135.66047134297185
583;esol;MLP;GhoseFilter, GlaxoFilter;0.9315;1.2639;135.68960674181145
1347;esol;Gradient Boosting Regressor;BeyondRo5Filter, LINTFilter;1.1974;1.6316;136.25658497685794
178;esol;SVM;GlaxoFilter, RuleOfXuFilter;1.3066;1.7814;136.34025411139197
266;esol;SVM;LINTFilter, ZINCDruglikeFilter;1.1457;1.563;136.4233629766749
1673;esol;Gradient Boosting Regressor;NIBRFilter, ZINCDruglikeFilter;1.1638;1.5889;136.52951003726668
758;esol;MLP;MolecularWeightFilter, RuleOfVeberFilter;1.1829;1.6152;136.54566895575903
1060;esol;SGD;GlaxoFilter, NIBRFilter;1704710631090.3098;2329896726945.001;136.67403044555607
1634;esol;Gradient Boosting Regressor;MLSMRFilter, RuleOfXuFilter;1.4498;1.9839;136.83948764120652
1423;esol;Gradient Boosting Regressor;BrenkFilter, ZINCDruglikeFilter;1.2162;1.6644;136.84578481472556
469;esol;MLP;BeyondRo5Filter, RuleOfXuFilter;1.3598;1.8613;136.88183027734863
605;esol;MLP;GhoseFilter, ZINCBasicFilter;0.9161;1.2541;136.89709550747335
1198;esol;SGD;MolecularWeightFilter, PAINSFilter;2023893421728.906;2771552504773.0425;136.94162326025304
1506;esol;Gradient Boosting Regressor;GlaxoFilter, NIBRFilter;1.2032;1.6479;136.96719367830502
661;esol;MLP;HaoFilter, PAINSFilter;1.0617;1.4546;137.00754026355875
329;esol;SVM;NIBRFilter, RuleOfXuFilter;1.2733;1.745;137.05203419291092
320;esol;SVM;NIBRFilter, NIHFilter;1.1186;1.5356;137.2809844957098
42;esol;SVM;BMSFilter, NIBRFilter;1.1186;1.5356;137.2809844957098
663;esol;MLP;HaoFilter, REOSFilter;1.2939;1.7768;137.32681481820163
876;esol;MLP;RuleOfXuFilter, ZINCDruglikeFilter;1.2724;1.7484;137.41401207417056
418;esol;SVM;RuleOfVeberFilter, RuleOfXuFilter;1.2874;1.7694;137.43873560686868
624;esol;MLP;GlaxoFilter, RuleOfXuFilter;1.3133;1.8052;137.44783796835182
313;esol;SVM;MolecularWeightFilter, RuleOfXuFilter;1.2786;1.7601;137.6656633545837
1350;esol;Gradient Boosting Regressor;BeyondRo5Filter, MolecularWeightFilter;1.1104;1.5297;137.7583389605401
1375;esol;Gradient Boosting Regressor;BMSFilter, InpharmaticaFilter;1.2095;1.6663;137.76461108169747
1571;esol;Gradient Boosting Regressor;InpharmaticaFilter, NIHFilter;1.2149;1.6753;137.89536269071337
816;esol;MLP;PAINSFilter, RuleOfXuFilter;1.3728;1.8935;137.92875422216542
370;esol;SVM;PAINSFilter, RuleOfXuFilter;1.2809;1.7673;137.96900737142656
23;esol;SVM;BeyondRo5Filter, RuleOfXuFilter;1.3069;1.8039;138.02305705944673
715;esol;MLP;LipinskiFilter, NIBRFilter;1.2003;1.6577;138.10406826516643
334;esol;SVM;NIBRFilter, ZINCBasicFilter;1.1534;1.595;138.29015114768123
459;esol;MLP;BeyondRo5Filter, NIBRFilter;1.2085;1.6715;138.30802950561772
429;esol;SVM;RuleOfXuFilter, ZINCBasicFilter;1.2723;1.7723;139.30463723522575
587;esol;MLP;GhoseFilter, LINTFilter;1.0369;1.4465;139.50151744563595
1522;esol;Gradient Boosting Regressor;GlaxoFilter, ZINCDruglikeFilter;1.0844;1.5134;139.56244551744982
804;esol;MLP;OpreaFilter, SureChEMBLFilter;1.4723;2.0576;139.75094641492083
725;esol;MLP;LipinskiFilter, RuleOfXuFilter;1.3219;1.8504;139.97799259268038
1361;esol;Gradient Boosting Regressor;BeyondRo5Filter, RuleOfXuFilter;1.3715;1.9198;139.98546392605476
759;esol;MLP;MolecularWeightFilter, RuleOfXuFilter;1.3392;1.8773;140.18418322516266
1604;esol;Gradient Boosting Regressor;LINTFilter, ZINCDruglikeFilter;1.1645;1.6326;140.1979805366152
875;esol;MLP;RuleOfXuFilter, ZINCBasicFilter;1.2965;1.818;140.23229409438747
536;esol;MLP;FAF4DruglikeFilter, HaoFilter;1.1211;1.5748;140.47375430338028
1490;esol;Gradient Boosting Regressor;GhoseFilter, RuleOfTwoFilter;1.6913;2.3773;140.56391374437794
279;esol;SVM;LipinskiFilter, RuleOfXuFilter;1.252;1.7622;140.75460579098262
1578;esol;Gradient Boosting Regressor;InpharmaticaFilter, RuleOfVeberFilter;1.2065;1.6986;140.79467058224026
1240;esol;SGD;NIHFilter, ValenceDiscoveryFilter;1611091108732.785;2271338664631.4014;140.98139157492707
1436;esol;Gradient Boosting Regressor;FAF4DruglikeFilter, OpreaFilter;1.2922;1.8222;141.01821172875555
749;esol;MLP;MolecularWeightFilter, NIBRFilter;1.2128;1.7117;141.1290898768405
658;esol;MLP;HaoFilter, NIBRFilter;1.1399;1.6115;141.37313167105856
1402;esol;Gradient Boosting Regressor;BrenkFilter, HaoFilter;1.1706;1.6554;141.41905583643427
1666;esol;Gradient Boosting Regressor;NIBRFilter, RuleOfVeberFilter;1.2097;1.7133;141.63714208747916
303;esol;SVM;MolecularWeightFilter, NIBRFilter;1.1253;1.5946;141.70994192216847
322;esol;SVM;NIBRFilter, PAINSFilter;1.1233;1.5935;141.86070534209657
1190;esol;SGD;MLSMRFilter, TiceHerbicidesFilter;1505035552432.4468;2135204748469.3665;141.87071827096952
1567;esol;Gradient Boosting Regressor;InpharmaticaFilter, LipinskiFilter;1.1972;1.6987;141.88617124318384
1343;esol;Gradient Boosting Regressor;BeyondRo5Filter, GlaxoFilter;1.1041;1.5689;142.09778320078019
774;esol;MLP;NIBRFilter, RuleOfVeberFilter;1.1905;1.692;142.12184361341104
1783;esol;Gradient Boosting Regressor;ZINCBasicFilter, ZINCDruglikeFilter;1.1064;1.5735;142.22471019168864
1597;esol;Gradient Boosting Regressor;LINTFilter, RuleOfVeberFilter;1.161;1.6513;142.23297945330933
1234;esol;SGD;NIHFilter, RuleOfTwoFilter;2344122572702.9863;3334232409851.887;142.23797205310873
811;esol;MLP;PAINSFilter, REOSFilter;1.108;1.5761;142.24232008400864
973;esol;SGD;BrenkFilter, TiceHerbicidesFilter;1469481289428.251;2090864822343.5095;142.2859098231205
1701;esol;Gradient Boosting Regressor;OpreaFilter, ZINCDruglikeFilter;1.286;1.8298;142.28917202526247
64;esol;SVM;BrenkFilter, HaoFilter;1.1042;1.5731;142.4611244872426
479;esol;MLP;BMSFilter, GhoseFilter;0.9639;1.3737;142.50500147179227
592;esol;MLP;GhoseFilter, NIHFilter;0.9639;1.3737;142.50500147179227
448;esol;MLP;BeyondRo5Filter, FAF4DruglikeFilter;1.1049;1.5748;142.52862660427195
1573;esol;Gradient Boosting Regressor;InpharmaticaFilter, PAINSFilter;1.2258;1.7483;142.63035965641154
1169;esol;SGD;LipinskiFilter, RuleOfTwoFilter;5484493903880.239;7827914603235.634;142.7281120268443
653;esol;MLP;HaoFilter, InpharmaticaFilter;1.1127;1.5885;142.76651714730082
1569;esol;Gradient Boosting Regressor;InpharmaticaFilter, MolecularWeightFilter;1.1961;1.7077;142.77047035965975
1667;esol;Gradient Boosting Regressor;NIBRFilter, RuleOfXuFilter;1.2909;1.8434;142.80145045738428
1565;esol;Gradient Boosting Regressor;HaoFilter, ZINCDruglikeFilter;1.0586;1.5127;142.89214518531105
269;esol;SVM;LipinskiFilter, NIBRFilter;1.1223;1.6039;142.91334045313997
556;esol;MLP;FAF4DruglikeFilter, ZINCBasicFilter;1.0859;1.5524;142.96699758214893
589;esol;MLP;GhoseFilter, MLSMRFilter;1.1956;1.7119;143.18641291994086
541;esol;MLP;FAF4DruglikeFilter, MolecularWeightFilter;1.1003;1.576;143.23395000363197
539;esol;MLP;FAF4DruglikeFilter, LipinskiFilter;1.1003;1.576;143.23395000363197
335;esol;SVM;NIBRFilter, ZINCDruglikeFilter;1.0832;1.5533;143.40112974556283
1579;esol;Gradient Boosting Regressor;InpharmaticaFilter, RuleOfXuFilter;1.2852;1.8451;143.5723488570835
1171;esol;SGD;LipinskiFilter, RuleOfXuFilter;1851127267203.994;2659723528560.5024;143.68128954082343
1091;esol;SGD;GSKFilter, RuleOfVeberFilter;2497001427153.708;3589494301583.6987;143.75219263191633
1410;esol;Gradient Boosting Regressor;BrenkFilter, OpreaFilter;1.2855;1.8511;143.99752639615656
1346;esol;Gradient Boosting Regressor;BeyondRo5Filter, InpharmaticaFilter;1.1818;1.7029;144.09418582309513
13;esol;SVM;BeyondRo5Filter, NIBRFilter;1.1414;1.6542;144.92484137701058
464;esol;MLP;BeyondRo5Filter, REOSFilter;1.0982;1.5925;145.0097804617979
498;esol;MLP;BMSFilter, RuleOfXuFilter;1.2942;1.8773;145.05770534280737
790;esol;MLP;NIHFilter, RuleOfXuFilter;1.2942;1.8773;145.05770534280737
1572;esol;Gradient Boosting Regressor;InpharmaticaFilter, OpreaFilter;1.2921;1.8744;145.0722441217914
842;esol;MLP;REOSFilter, ZINCDruglikeFilter;1.0985;1.5937;145.07485634943646
557;esol;MLP;FAF4DruglikeFilter, ZINCDruglikeFilter;1.0834;1.5718;145.0750140410902
550;esol;MLP;FAF4DruglikeFilter, RuleOfVeberFilter;1.0834;1.5718;145.0750140410902
1212;esol;SGD;NIBRFilter, NIHFilter;2933209519600.266;4257921802447.8735;145.16255228259786
260;esol;SVM;LINTFilter, RuleOfXuFilter;1.2923;1.88;145.47363190821778
210;esol;SVM;HaoFilter, MLSMRFilter;1.0574;1.5383;145.4816018701062
1186;esol;SGD;MLSMRFilter, RuleOfTwoFilter;1966893756349.5051;2866146392443.5244;145.7194311177745
768;esol;MLP;NIBRFilter, PAINSFilter;1.2052;1.7566;145.75592916376092
430;esol;SVM;RuleOfXuFilter, ZINCDruglikeFilter;1.2457;1.8205;146.13793188923802
754;esol;MLP;MolecularWeightFilter, REOSFilter;1.0888;1.5917;146.18086077302266
720;esol;MLP;LipinskiFilter, REOSFilter;1.0888;1.5917;146.18086077302266
222;esol;SVM;HaoFilter, SureChEMBLFilter;1.02;1.4918;146.25333709695042
1563;esol;Gradient Boosting Regressor;HaoFilter, ValenceDiscoveryFilter;1.2666;1.8537;146.34401959041034
1651;esol;Gradient Boosting Regressor;MolecularWeightFilter, RuleOfXuFilter;1.263;1.8489;146.39316174059314
835;esol;MLP;REOSFilter, RuleOfVeberFilter;1.0795;1.5816;146.51182116864015
488;esol;MLP;BMSFilter, NIBRFilter;1.1757;1.7231;146.56086462237727
766;esol;MLP;NIBRFilter, NIHFilter;1.1757;1.7231;146.56086462237727
542;esol;MLP;FAF4DruglikeFilter, NIBRFilter;1.1232;1.6465;146.59526408911339
328;esol;SVM;NIBRFilter, RuleOfVeberFilter;1.1367;1.6681;146.7513701908092
534;esol;MLP;FAF4DruglikeFilter, GlaxoFilter;1.0984;1.6124;146.8038725062413
1607;esol;Gradient Boosting Regressor;LipinskiFilter, NIBRFilter;1.1315;1.6613;146.82511085107657
1583;esol;Gradient Boosting Regressor;InpharmaticaFilter, ValenceDiscoveryFilter;1.2622;1.8552;146.9806267004135
1570;esol;Gradient Boosting Regressor;InpharmaticaFilter, NIBRFilter;1.1454;1.6911;147.6505674585245
1708;esol;Gradient Boosting Regressor;PAINSFilter, RuleOfXuFilter;1.2741;1.8826;147.75433264115495
1505;esol;Gradient Boosting Regressor;GlaxoFilter, MolecularWeightFilter;1.0629;1.5746;148.1418409746587
1351;esol;Gradient Boosting Regressor;BeyondRo5Filter, NIBRFilter;1.1751;1.7411;148.16765443531563
1390;esol;Gradient Boosting Regressor;BMSFilter, RuleOfXuFilter;1.2128;1.7981;148.26456602901746
1389;esol;Gradient Boosting Regressor;BMSFilter, RuleOfVeberFilter;1.0837;1.6121;148.7581149242514
1515;esol;Gradient Boosting Regressor;GlaxoFilter, RuleOfVeberFilter;1.0489;1.5616;148.87984302590397
1509;esol;Gradient Boosting Regressor;GlaxoFilter, PAINSFilter;1.0586;1.5777;149.03381667109642
1516;esol;Gradient Boosting Regressor;GlaxoFilter, RuleOfXuFilter;1.2516;1.8656;149.0516296942834
234;esol;SVM;InpharmaticaFilter, OpreaFilter;1.1927;1.7784;149.10295081371356
1575;esol;Gradient Boosting Regressor;InpharmaticaFilter, REOSFilter;1.2556;1.873;149.16981464632622
227;esol;SVM;HaoFilter, ZINCDruglikeFilter;1.0199;1.5221;149.2404458190815
1682;esol;Gradient Boosting Regressor;NIHFilter, RuleOfXuFilter;1.2085;1.8056;149.41294819740364
699;esol;MLP;LINTFilter, OpreaFilter;1.3973;2.0899;149.5689940455692
1330;esol;SGD;TiceHerbicidesFilter, ZINCBasicFilter;1541873474203.5193;2309537638492.123;149.78775347861495
