Dataset,Model,Filters,baseline_rmse,mixed_rmse,improvement_percentage
lipophilicity,SGD,ZINCDruglikeFilter,348130841015.0978,741004576345.6808,-112.8523213240808
lipophilicity,Gradient Boosting Regressor,BeyondRo5Filter,0.920829435557545,0.9192029436262741,0.17663335558839588
lipophilicity,Gradient Boosting Regressor,BMSFilter,0.920829435557545,0.9123804653858559,0.9175391060966098
lipophilicity,Gradient Boosting Regressor,BrenkFilter,0.920829435557545,0.9267371780610054,-0.6415675124333164
lipophilicity,Gradient Boosting Regressor,FAF4DruglikeFilter,0.920829435557545,0.9330771802974556,-1.330077457015122
lipophilicity,Gradient Boosting Regressor,FAF4LeadlikeFilter,0.920829435557545,1.0051034404798707,-9.151966875526663
lipophilicity,Gradient Boosting Regressor,GhoseFilter,0.920829435557545,0.9540729466968555,-3.6101703372657834
lipophilicity,Gradient Boosting Regressor,GlaxoFilter,0.920829435557545,0.9267359211758216,-0.6414310175369531
lipophilicity,Gradient Boosting Regressor,GSKFilter,0.920829435557545,1.0003377560173046,-8.634424290706866
lipophilicity,Gradient Boosting Regressor,HaoFilter,0.920829435557545,0.9877237801465621,-7.264574958826531
lipophilicity,Gradient Boosting Regressor,InpharmaticaFilter,0.920829435557545,0.9327079696159006,-1.2899820096610393
lipophilicity,Gradient Boosting Regressor,LINTFilter,0.920829435557545,0.9564413752271931,-3.8673763342595313
lipophilicity,Gradient Boosting Regressor,LipinskiFilter,0.920829435557545,0.9242707679010447,-0.37372093143568375
lipophilicity,Gradient Boosting Regressor,MLSMRFilter,0.920829435557545,0.9644604305078115,-4.73822765275187
lipophilicity,Gradient Boosting Regressor,MolecularWeightFilter,0.920829435557545,0.9258212761184639,-0.5421026270621354
lipophilicity,Gradient Boosting Regressor,NIBRFilter,0.920829435557545,0.9225144190413728,-0.1829854062829206
lipophilicity,Gradient Boosting Regressor,NIHFilter,0.920829435557545,0.9117322128797418,0.9879378662884575
lipophilicity,Gradient Boosting Regressor,OpreaFilter,0.920829435557545,0.990496906369918,-7.565730212587152
lipophilicity,Gradient Boosting Regressor,PAINSFilter,0.920829435557545,0.9276834101237419,-0.7443261804556567
lipophilicity,Gradient Boosting Regressor,PfizerFilter,0.920829435557545,1.250110189902182,-35.75914731106131
lipophilicity,Gradient Boosting Regressor,REOSFilter,0.920829435557545,0.9204207553851883,0.04438174504155512
lipophilicity,Gradient Boosting Regressor,RuleOfFourFilter,0.920829435557545,1.2525867334163718,-36.028094351474984
lipophilicity,Gradient Boosting Regressor,RuleOfThreeFilter,0.920829435557545,1.4141753269419228,-53.57625118550495
lipophilicity,Gradient Boosting Regressor,RuleOfTwoFilter,0.920829435557545,1.7220974781550795,-87.01590236549961
lipophilicity,Gradient Boosting Regressor,RuleOfVeberFilter,0.920829435557545,0.9207888932829904,0.0044027995836248834
lipophilicity,Gradient Boosting Regressor,RuleOfXuFilter,0.920829435557545,0.94390851794725,-2.506336298397205
lipophilicity,Gradient Boosting Regressor,SureChEMBLFilter,0.920829435557545,0.9184754057094722,0.2556423325724366
lipophilicity,Gradient Boosting Regressor,TiceHerbicidesFilter,0.920829435557545,1.015870388506695,-10.321233149068965
lipophilicity,Gradient Boosting Regressor,TiceInsecticidesFilter,0.920829435557545,0.9587952647690678,-4.123003429895267
lipophilicity,Gradient Boosting Regressor,ValenceDiscoveryFilter,0.920829435557545,0.9173233885972986,0.38074879286669194
lipophilicity,Gradient Boosting Regressor,ZINCBasicFilter,0.920829435557545,0.9178195181374565,0.3268702437021931
lipophilicity,Gradient Boosting Regressor,ZINCDruglikeFilter,0.920829435557545,0.9201291346923915,0.07605109460141479
