Dataset,Model,Filters,Metric,Baseline value,After filter application,Improvement (%),Filter metric R2,Filter metric Accuracy,Baseline metric R2,Baseline metric Accuracy,Mixed metric R2,Mixed metric Accuracy,Mixed metric roc_auc,Rest metric R2,Rest metric Accuracy,Rest metric roc_auc,Notes
bace,LogisticRegression,ZINCBasicFilter,ROC-AUC,0.7979599141016465,0.7473565804274466,93.65841155928618,-0.3048368953880767,0.6767241379310345,-0.19291338582677198,0.7095709570957096,-0.39625089477451714,0.6600660066006601,0.7522369362920543,-0.490561351217089,0.6628895184135978,0.6871229863033143,None
bace,LogisticRegression,ZINCDruglikeFilter,ROC-AUC,0.7979599141016465,0.7969591384225531,99.87458321384224,-0.08394044979410786,0.7542372881355932,-0.19291338582677198,0.7095709570957096,-0.8300375805297069,0.5544554455445545,0.6271921975662134,-0.580153136203233,0.6054054054054054,0.6848539309015004,None
bace,GradientBoostingClassifier,BeyondRo5Filter,ROC-AUC,0.7850527916964924,0.7869092712842712,100.2364783117027,-0.20400432900432874,0.7033333333333334,-0.22002505368647118,0.7029702970297029,-0.27424838940587004,0.6897689768976898,0.7803552254831781,-1.3863636363636362,0.5333333333333333,0.7727272727272727,None
bace,GradientBoostingClassifier,BMSFilter,ROC-AUC,0.7850527916964924,0.782453019521985,99.66884110189719,-0.21784345922276938,0.7033333333333334,-0.22002505368647118,0.7029702970297029,-0.22002505368647118,0.7029702970297029,0.7777603793843952,-2.2142857142857144,0.8,0.8571428571428571,None
bace,GradientBoostingClassifier,BrenkFilter,ROC-AUC,0.7850527916964924,0.8212875797145459,104.61558616201472,-0.24149711509262084,0.7088607594936709,-0.22002505368647118,0.7029702970297029,-0.3420275590551183,0.6732673267326733,0.7866857551896922,-0.2213164944508228,0.7051671732522796,0.8382127822426331,None
bace,GradientBoostingClassifier,FAF4DruglikeFilter,ROC-AUC,0.7850527916964924,0.8759523809523809,111.57878683030414,0.01904761904761909,0.8058252427184466,-0.22002505368647118,0.7029702970297029,-1.1282659269864,0.48184818481848185,0.5804625984251969,-0.8528933524629365,0.5369261477045908,0.5459927466921728,None
bace,GradientBoostingClassifier,FAF4LeadlikeFilter,ROC-AUC,0.7850527916964924,0.794079794079794,101.14985928064715,-0.11969111969111967,0.7413793103448276,-0.22002505368647118,0.7029702970297029,-1.1960450966356482,0.46534653465346537,0.634417501789549,-0.7325530506810125,0.5673469387755102,0.655408073950728,None
bace,GradientBoostingClassifier,GhoseFilter,ROC-AUC,0.7850527916964924,0.7362637362637363,93.7852516481951,-0.33846153846153815,0.6781609195402298,-0.22002505368647118,0.7029702970297029,-1.2638242662848969,0.44884488448844884,0.5727899069434503,-0.913462494130872,0.5231053604436229,0.6190293404985245,None
bace,GradientBoostingClassifier,GlaxoFilter,ROC-AUC,0.7850527916964924,0.7453145057766367,94.9381383850656,-0.2042362002567395,0.7005649717514124,-0.22002505368647118,0.7029702970297029,-0.8978167501789553,0.5379537953795379,0.6380860773085183,-0.9584819719047908,0.5118858954041204,0.45433520769091235,None
bace,GradientBoostingClassifier,GSKFilter,ROC-AUC,0.7850527916964924,0.7562289562289561,96.328420741585,-0.418181818181818,0.6538461538461539,-0.22002505368647118,0.7029702970297029,-1.250268432355047,0.4521452145214521,0.5527916964924839,-0.870984305794444,0.5323868677905945,0.5862535518299405,None
